id_orden_compra,fecha_emision,fecha_pago,proveedor,categoria,monto_ars,condicion_pago,estado
OC-5032,2018-04-01,2018-04-11,AccesoriosTotal SRL,Accesorios,1242211.93,30 días,Pagado
OC-5033,2018-04-01,2018-04-18,MegaComputo SRL,Periféricos,1769409.43,60 días,Pagado
OC-5034,2018-04-01,2018-04-16,MegaComputo SRL,Almacenamiento,952331.18,60 días,Pagado
OC-5035,2018-04-01,2018-04-11,NetSupply SA,Redes,733476.51,30 días,Pagado
OC-5036,2018-04-01,2018-04-19,NetSupply SA,Seguridad,671196.88,30 días,Pagado
OC-5037,2018-05-01,2018-05-09,DistribuidoraTech SA,Smartphones,4680014.33,30 días,Pagado
OC-5038,2018-05-01,2018-05-11,MegaComputo SRL,Computación,4907776.85,60 días,Pagado
OC-5039,2018-05-01,2018-05-20,DistribuidoraTech SA,Tablets,2563431.21,30 días,Pagado
OC-5040,2018-05-01,2018-05-09,ElectroImport SA,TV/Audio,4070310.72,30 días,Pagado
OC-5041,2018-05-01,2018-05-13,AccesoriosTotal SRL,Accesorios,1918855.5,Contado,Pagado
OC-5042,2018-05-01,2018-05-13,MegaComputo SRL,Periféricos,2402157.28,30 días,Pagado
OC-5043,2018-05-01,2018-05-07,MegaComputo SRL,Almacenamiento,1657676.36,60 días,Pagado
OC-5044,2018-05-01,2018-05-14,NetSupply SA,Redes,1388716.3,60 días,Pagado
OC-5045,2018-05-01,2018-05-18,NetSupply SA,Seguridad,941637.14,60 días,Pagado
OC-5046,2018-06-01,2018-06-16,DistribuidoraTech SA,Smartphones,2984749.1,60 días,Pagado
OC-5047,2018-06-01,2018-06-06,MegaComputo SRL,Computación,3120716.64,Contado,Pagado
OC-5048,2018-06-01,2018-06-06,DistribuidoraTech SA,Tablets,1396101.02,Contado,Pagado
OC-5049,2018-06-01,2018-06-18,ElectroImport SA,TV/Audio,2272120.6,Contado,Pagado
OC-5050,2018-06-01,2018-06-15,AccesoriosTotal SRL,Accesorios,988438.81,60 días,Pagado
OC-5051,2018-06-01,2018-06-13,MegaComputo SRL,Periféricos,1340861.63,30 días,Pagado
OC-5052,2018-06-01,2018-06-20,MegaComputo SRL,Almacenamiento,949949.12,Contado,Pagado
OC-5053,2018-06-01,2018-06-13,NetSupply SA,Redes,688636.54,60 días,Pagado
OC-5054,2018-06-01,2018-06-18,NetSupply SA,Seguridad,621306.6,Contado,Pagado
OC-5055,2018-07-01,2018-07-18,DistribuidoraTech SA,Smartphones,5056999.28,60 días,Pagado
OC-5056,2018-07-01,2018-07-17,MegaComputo SRL,Computación,5094250.96,Contado,Pagado
OC-5057,2018-07-01,2018-07-16,DistribuidoraTech SA,Tablets,2182593.4,30 días,Pagado
OC-5058,2018-07-01,2018-07-10,ElectroImport SA,TV/Audio,3732292.82,60 días,Pagado
OC-5059,2018-07-01,2018-07-17,AccesoriosTotal SRL,Accesorios,1904658.31,30 días,Pagado
OC-5060,2018-07-01,2018-07-13,MegaComputo SRL,Periféricos,2104869.67,Contado,Pagado
OC-5061,2018-07-01,2018-07-17,MegaComputo SRL,Almacenamiento,1459771.67,60 días,Pagado
OC-5062,2018-07-01,2018-07-17,NetSupply SA,Redes,1170933.15,60 días,Pagado
OC-5063,2018-07-01,2018-07-06,NetSupply SA,Seguridad,988226.96,Contado,Pagado
OC-5064,2018-08-01,2018-08-18,DistribuidoraTech SA,Smartphones,2966592.53,Contado,Pagado
OC-5065,2018-08-01,2018-08-18,MegaComputo SRL,Computación,3286708.48,30 días,Pagado
OC-5066,2018-08-01,2018-08-14,DistribuidoraTech SA,Tablets,1222816.35,60 días,Pagado
OC-5067,2018-08-01,2018-08-09,ElectroImport SA,TV/Audio,2159894.9,Contado,Pagado
OC-5068,2018-08-01,2018-08-10,AccesoriosTotal SRL,Accesorios,1124822.42,60 días,Pagado
OC-5069,2018-08-01,2018-08-18,MegaComputo SRL,Periféricos,1547844.82,60 días,Pagado
OC-5070,2018-08-01,2018-08-11,MegaComputo SRL,Almacenamiento,818851.26,Contado,Pagado
OC-5071,2018-08-01,2018-08-17,NetSupply SA,Redes,672692.17,30 días,Pagado
OC-5072,2018-08-01,2018-08-11,NetSupply SA,Seguridad,519185.63,30 días,Pagado
OC-5073,2018-09-01,2018-09-11,DistribuidoraTech SA,Smartphones,4335483.62,Contado,Pagado
OC-5074,2018-09-01,2018-09-19,MegaComputo SRL,Computación,4476127.12,Contado,Pagado
OC-5075,2018-09-01,2018-09-05,DistribuidoraTech SA,Tablets,1724026.1,Contado,Pagado
OC-5076,2018-09-01,2018-09-09,ElectroImport SA,TV/Audio,3120562.21,Contado,Pagado
OC-5077,2018-09-01,2018-09-08,AccesoriosTotal SRL,Accesorios,1755722.29,Contado,Pagado
OC-5078,2018-09-01,2018-09-17,MegaComputo SRL,Periféricos,2107146.72,Contado,Pagado
OC-5079,2018-09-01,2018-09-18,MegaComputo SRL,Almacenamiento,1182971.4,60 días,Pagado
OC-5080,2018-09-01,2018-09-17,NetSupply SA,Redes,1089432.22,30 días,Pagado
OC-5081,2018-09-01,2018-09-09,NetSupply SA,Seguridad,902252.16,Contado,Pagado
OC-5082,2018-10-01,2018-10-18,DistribuidoraTech SA,Smartphones,4900960.72,30 días,Pagado
OC-5083,2018-10-01,2018-10-20,MegaComputo SRL,Computación,5206898.23,60 días,Pagado
OC-5084,2018-10-01,2018-10-16,DistribuidoraTech SA,Tablets,2376608.76,60 días,Pagado
OC-5085,2018-10-01,2018-10-06,ElectroImport SA,TV/Audio,4119892.73,60 días,Pagado
OC-5086,2018-10-01,2018-10-08,AccesoriosTotal SRL,Accesorios,1871932.51,Contado,Pagado
OC-5087,2018-10-01,2018-10-17,MegaComputo SRL,Periféricos,2516249.8,60 días,Pagado
OC-5088,2018-10-01,2018-10-10,MegaComputo SRL,Almacenamiento,1469736.94,Contado,Pagado
OC-5089,2018-10-01,2018-10-10,NetSupply SA,Redes,1114427.38,30 días,Pagado
OC-5090,2018-10-01,2018-10-12,NetSupply SA,Seguridad,1050547.66,30 días,Pagado
OC-5091,2018-11-01,2018-11-06,DistribuidoraTech SA,Smartphones,4814751.19,60 días,Pagado
OC-5092,2018-11-01,2018-11-05,MegaComputo SRL,Computación,5113525.22,30 días,Pagado
OC-5093,2018-11-01,2018-11-20,DistribuidoraTech SA,Tablets,2005227.54,60 días,Pagado
OC-5094,2018-11-01,2018-11-13,ElectroImport SA,TV/Audio,3650462.69,60 días,Pagado
OC-5095,2018-11-01,2018-11-09,AccesoriosTotal SRL,Accesorios,1651415.29,30 días,Pagado
OC-5096,2018-11-01,2018-11-08,MegaComputo SRL,Periféricos,2306980.11,30 días,Pagado
OC-5097,2018-11-01,2018-11-14,MegaComputo SRL,Almacenamiento,1141321.5,Contado,Pagado
OC-5098,2018-11-01,2018-11-08,NetSupply SA,Redes,1032874.88,Contado,Pagado
OC-5099,2018-11-01,2018-11-14,NetSupply SA,Seguridad,678200.38,30 días,Pagado
OC-5100,2018-12-01,2018-12-12,DistribuidoraTech SA,Smartphones,5118347.86,30 días,Pagado
OC-5101,2018-12-01,2018-12-12,MegaComputo SRL,Computación,5904914.86,Contado,Pagado
OC-5102,2018-12-01,2018-12-07,DistribuidoraTech SA,Tablets,2526257.06,60 días,Pagado
OC-5103,2018-12-01,2018-12-09,ElectroImport SA,TV/Audio,3899390.09,60 días,Pagado
OC-5104,2018-12-01,2018-12-18,AccesoriosTotal SRL,Accesorios,2020607.79,Contado,Pagado
OC-5105,2018-12-01,2018-12-10,MegaComputo SRL,Periféricos,2476925.3,Contado,Pagado
OC-5106,2018-12-01,2018-12-06,MegaComputo SRL,Almacenamiento,1703140.53,Contado,Pagado
OC-5107,2018-12-01,2018-12-16,NetSupply SA,Redes,1272807.47,Contado,Pagado
OC-5108,2018-12-01,2018-12-19,NetSupply SA,Seguridad,1139070.94,30 días,Pagado
OC-5109,2019-01-01,2019-01-08,DistribuidoraTech SA,Smartphones,4820160.79,60 días,Pagado
OC-5110,2019-01-01,2019-01-05,MegaComputo SRL,Computación,5112364.26,30 días,Pagado
OC-5111,2019-01-01,2019-01-20,DistribuidoraTech SA,Tablets,1884750.43,Contado,Pagado
OC-5112,2019-01-01,2019-01-17,ElectroImport SA,TV/Audio,3202829.81,Contado,Pagado
OC-5113,2019-01-01,2019-01-08,AccesoriosTotal SRL,Accesorios,1765929.21,60 días,Pagado
OC-5114,2019-01-01,2019-01-06,MegaComputo SRL,Periféricos,2208858.87,30 días,Pagado
OC-5115,2019-01-01,2019-01-15,MegaComputo SRL,Almacenamiento,1192639.81,30 días,Pagado
OC-5116,2019-01-01,2019-01-16,NetSupply SA,Redes,1190797.27,60 días,Pagado
OC-5117,2019-01-01,2019-01-20,NetSupply SA,Seguridad,889605.45,30 días,Pagado
OC-5118,2019-02-01,2019-02-16,DistribuidoraTech SA,Smartphones,4540796.68,Contado,Pagado
OC-5119,2019-02-01,2019-02-14,MegaComputo SRL,Computación,5419024.24,60 días,Pagado
OC-5120,2019-02-01,2019-02-19,DistribuidoraTech SA,Tablets,1830437.36,60 días,Pagado
OC-5121,2019-02-01,2019-02-05,ElectroImport SA,TV/Audio,2891472.96,60 días,Pagado
OC-5122,2019-02-01,2019-02-06,AccesoriosTotal SRL,Accesorios,1653453.58,30 días,Pagado
OC-5123,2019-02-01,2019-02-19,MegaComputo SRL,Periféricos,2468607.22,Contado,Pagado
OC-5124,2019-02-01,2019-02-13,MegaComputo SRL,Almacenamiento,1301972.45,60 días,Pagado
OC-5125,2019-02-01,2019-02-19,NetSupply SA,Redes,1067797.02,Contado,Pagado
OC-5126,2019-02-01,2019-02-16,NetSupply SA,Seguridad,831542.08,60 días,Pagado
OC-5127,2019-03-01,2019-03-17,DistribuidoraTech SA,Smartphones,4609910.49,30 días,Pagado
OC-5128,2019-03-01,2019-03-15,MegaComputo SRL,Computación,4841930.31,60 días,Pagado
OC-5129,2019-03-01,2019-03-09,DistribuidoraTech SA,Tablets,1993843.76,60 días,Pagado
OC-5130,2019-03-01,2019-03-20,ElectroImport SA,TV/Audio,3998666.32,30 días,Pagado
OC-5131,2019-03-01,2019-03-09,AccesoriosTotal SRL,Accesorios,2227310.7,60 días,Pagado
OC-5132,2019-03-01,2019-03-09,MegaComputo SRL,Periféricos,2150696.1,60 días,Pagado
OC-5133,2019-03-01,2019-03-15,MegaComputo SRL,Almacenamiento,1324336.72,30 días,Pagado
OC-5134,2019-03-01,2019-03-18,NetSupply SA,Redes,1101612.92,60 días,Pagado
OC-5135,2019-03-01,2019-03-19,NetSupply SA,Seguridad,1039869.09,30 días,Pagado
OC-5136,2019-04-01,2019-04-08,DistribuidoraTech SA,Smartphones,5776750.32,30 días,Pagado
OC-5137,2019-04-01,2019-04-19,MegaComputo SRL,Computación,5867707.77,Contado,Pagado
OC-5138,2019-04-01,2019-04-05,DistribuidoraTech SA,Tablets,2352321.34,30 días,Pagado
OC-5139,2019-04-01,2019-04-08,ElectroImport SA,TV/Audio,4901687.22,Contado,Pagado
OC-5140,2019-04-01,2019-04-16,AccesoriosTotal SRL,Accesorios,2185697.32,Contado,Pagado
OC-5141,2019-04-01,2019-04-08,MegaComputo SRL,Periféricos,2714633.1,60 días,Pagado
OC-5142,2019-04-01,2019-04-09,MegaComputo SRL,Almacenamiento,1351478.83,60 días,Pagado
OC-5143,2019-04-01,2019-04-10,NetSupply SA,Redes,1448264.16,60 días,Pagado
OC-5144,2019-04-01,2019-04-07,NetSupply SA,Seguridad,1088636.78,Contado,Pagado
OC-5145,2019-05-01,2019-05-17,DistribuidoraTech SA,Smartphones,7385646.25,Contado,Pagado
OC-5146,2019-05-01,2019-05-15,MegaComputo SRL,Computación,8121776.81,60 días,Pagado
OC-5147,2019-05-01,2019-05-17,DistribuidoraTech SA,Tablets,3543230.51,60 días,Pagado
OC-5148,2019-05-01,2019-05-13,ElectroImport SA,TV/Audio,4812102.67,30 días,Pagado
OC-5149,2019-05-01,2019-05-05,AccesoriosTotal SRL,Accesorios,2648863.68,Contado,Pagado
OC-5150,2019-05-01,2019-05-14,MegaComputo SRL,Periféricos,4235326.72,60 días,Pagado
OC-5151,2019-05-01,2019-05-16,MegaComputo SRL,Almacenamiento,1981352.04,60 días,Pagado
OC-5152,2019-05-01,2019-05-18,NetSupply SA,Redes,1719013.68,Contado,Pagado
OC-5153,2019-05-01,2019-05-05,NetSupply SA,Seguridad,1611188.58,Contado,Pagado
OC-5154,2019-06-01,2019-06-05,DistribuidoraTech SA,Smartphones,5210354.29,Contado,Pagado
OC-5155,2019-06-01,2019-06-07,MegaComputo SRL,Computación,5735574.99,60 días,Pagado
OC-5156,2019-06-01,2019-06-17,DistribuidoraTech SA,Tablets,2632427.35,Contado,Pagado
OC-5157,2019-06-01,2019-06-05,ElectroImport SA,TV/Audio,3960690.91,Contado,Pagado
OC-5158,2019-06-01,2019-06-09,AccesoriosTotal SRL,Accesorios,1986712.51,Contado,Pagado
OC-5159,2019-06-01,2019-06-18,MegaComputo SRL,Periféricos,2752621.14,60 días,Pagado
OC-5160,2019-06-01,2019-06-09,MegaComputo SRL,Almacenamiento,1576741.35,60 días,Pagado
OC-5161,2019-06-01,2019-06-09,NetSupply SA,Redes,1404099.61,60 días,Pagado
OC-5162,2019-06-01,2019-06-08,NetSupply SA,Seguridad,984377.66,Contado,Pagado
OC-5163,2019-07-01,2019-07-11,DistribuidoraTech SA,Smartphones,6945931.15,30 días,Pagado
OC-5164,2019-07-01,2019-07-16,MegaComputo SRL,Computación,7476737.64,Contado,Pagado
OC-5165,2019-07-01,2019-07-14,DistribuidoraTech SA,Tablets,2980354.38,Contado,Pagado
OC-5166,2019-07-01,2019-07-12,ElectroImport SA,TV/Audio,4908553.23,60 días,Pagado
OC-5167,2019-07-01,2019-07-14,AccesoriosTotal SRL,Accesorios,2642749.45,30 días,Pagado
OC-5168,2019-07-01,2019-07-14,MegaComputo SRL,Periféricos,3271133.57,Contado,Pagado
OC-5169,2019-07-01,2019-07-11,MegaComputo SRL,Almacenamiento,2256700.28,Contado,Pagado
OC-5170,2019-07-01,2019-07-14,NetSupply SA,Redes,1786809.37,60 días,Pagado
OC-5171,2019-07-01,2019-07-13,NetSupply SA,Seguridad,1416008.77,Contado,Pagado
OC-5172,2019-08-01,2019-08-15,DistribuidoraTech SA,Smartphones,4841633.18,60 días,Pagado
OC-5173,2019-08-01,2019-08-17,MegaComputo SRL,Computación,5018878.08,30 días,Pagado
OC-5174,2019-08-01,2019-08-18,DistribuidoraTech SA,Tablets,2250312.5,60 días,Pagado
OC-5175,2019-08-01,2019-08-18,ElectroImport SA,TV/Audio,4376471.98,Contado,Pagado
OC-5176,2019-08-01,2019-08-18,AccesoriosTotal SRL,Accesorios,1830302.03,30 días,Pagado
OC-5177,2019-08-01,2019-08-09,MegaComputo SRL,Periféricos,2545768.58,30 días,Pagado
OC-5178,2019-08-01,2019-08-08,MegaComputo SRL,Almacenamiento,1420507.47,30 días,Pagado
OC-5179,2019-08-01,2019-08-13,NetSupply SA,Redes,1227752.3,60 días,Pagado
OC-5180,2019-08-01,2019-08-18,NetSupply SA,Seguridad,970399.6,60 días,Pagado
OC-5181,2019-09-01,2019-09-06,DistribuidoraTech SA,Smartphones,5713025.66,Contado,Pagado
OC-5182,2019-09-01,2019-09-09,MegaComputo SRL,Computación,5990278.44,30 días,Pagado
OC-5183,2019-09-01,2019-09-18,DistribuidoraTech SA,Tablets,2381681.93,Contado,Pagado
OC-5184,2019-09-01,2019-09-20,ElectroImport SA,TV/Audio,3855136.05,60 días,Pagado
OC-5185,2019-09-01,2019-09-20,AccesoriosTotal SRL,Accesorios,2244681.34,60 días,Pagado
OC-5186,2019-09-01,2019-09-16,MegaComputo SRL,Periféricos,2891984.21,Contado,Pagado
OC-5187,2019-09-01,2019-09-18,MegaComputo SRL,Almacenamiento,1662653.61,Contado,Pagado
OC-5188,2019-09-01,2019-09-13,NetSupply SA,Redes,1370609.63,60 días,Pagado
OC-5189,2019-09-01,2019-09-11,NetSupply SA,Seguridad,1234093.2,60 días,Pagado
OC-5190,2019-10-01,2019-10-12,DistribuidoraTech SA,Smartphones,7568517.15,30 días,Pagado
OC-5191,2019-10-01,2019-10-05,MegaComputo SRL,Computación,8001449.73,60 días,Pagado
OC-5192,2019-10-01,2019-10-09,DistribuidoraTech SA,Tablets,3095611.62,30 días,Pagado
OC-5193,2019-10-01,2019-10-17,ElectroImport SA,TV/Audio,5401396.75,60 días,Pagado
OC-5194,2019-10-01,2019-10-14,AccesoriosTotal SRL,Accesorios,2454023.12,30 días,Pagado
OC-5195,2019-10-01,2019-10-10,MegaComputo SRL,Periféricos,2839107.43,30 días,Pagado
OC-5196,2019-10-01,2019-10-08,MegaComputo SRL,Almacenamiento,2230340.93,30 días,Pagado
OC-5197,2019-10-01,2019-10-17,NetSupply SA,Redes,1690214.51,30 días,Pagado
OC-5198,2019-10-01,2019-10-06,NetSupply SA,Seguridad,1703525.32,30 días,Pagado
OC-5199,2019-11-01,2019-11-11,DistribuidoraTech SA,Smartphones,7102756.79,60 días,Pagado
OC-5200,2019-11-01,2019-11-08,MegaComputo SRL,Computación,8475758.73,60 días,Pagado
OC-5201,2019-11-01,2019-11-09,DistribuidoraTech SA,Tablets,3626959.59,Contado,Pagado
OC-5202,2019-11-01,2019-11-19,ElectroImport SA,TV/Audio,5649288.16,Contado,Pagado
OC-5203,2019-11-01,2019-11-17,AccesoriosTotal SRL,Accesorios,2916008.84,30 días,Pagado
OC-5204,2019-11-01,2019-11-06,MegaComputo SRL,Periféricos,3667445.48,60 días,Pagado
OC-5205,2019-11-01,2019-11-14,MegaComputo SRL,Almacenamiento,2162464.28,Contado,Pagado
OC-5206,2019-11-01,2019-11-17,NetSupply SA,Redes,1922124.62,60 días,Pagado
OC-5207,2019-11-01,2019-11-10,NetSupply SA,Seguridad,1496685.27,60 días,Pagado
OC-5208,2019-12-01,2019-12-11,DistribuidoraTech SA,Smartphones,8219779.47,60 días,Pagado
OC-5209,2019-12-01,2019-12-08,MegaComputo SRL,Computación,10896867.03,60 días,Pagado
OC-5210,2019-12-01,2019-12-14,DistribuidoraTech SA,Tablets,4550997.24,30 días,Pagado
OC-5211,2019-12-01,2019-12-05,ElectroImport SA,TV/Audio,7830165.11,Contado,Pagado
OC-5212,2019-12-01,2019-12-09,AccesoriosTotal SRL,Accesorios,4445352.2,Contado,Pagado
OC-5213,2019-12-01,2019-12-19,MegaComputo SRL,Periféricos,5046491.99,30 días,Pagado
OC-5214,2019-12-01,2019-12-08,MegaComputo SRL,Almacenamiento,2951440.98,Contado,Pagado
OC-5215,2019-12-01,2019-12-13,NetSupply SA,Redes,2633520.15,Contado,Pagado
OC-5216,2019-12-01,2019-12-08,NetSupply SA,Seguridad,2320024.48,Contado,Pagado
OC-5217,2020-01-01,2020-01-19,DistribuidoraTech SA,Smartphones,7805486.66,30 días,Pagado
OC-5218,2020-01-01,2020-01-08,MegaComputo SRL,Computación,9417792.4,60 días,Pagado
OC-5219,2020-01-01,2020-01-16,DistribuidoraTech SA,Tablets,4075933.45,30 días,Pagado
OC-5220,2020-01-01,2020-01-06,ElectroImport SA,TV/Audio,6200210.58,Contado,Pagado
OC-5221,2020-01-01,2020-01-05,AccesoriosTotal SRL,Accesorios,2862146.91,Contado,Pagado
OC-5222,2020-01-01,2020-01-07,MegaComputo SRL,Periféricos,4086451.12,60 días,Pagado
OC-5223,2020-01-01,2020-01-12,MegaComputo SRL,Almacenamiento,2624131.74,30 días,Pagado
OC-5224,2020-01-01,2020-01-09,NetSupply SA,Redes,1928947.62,Contado,Pagado
OC-5225,2020-01-01,2020-01-09,NetSupply SA,Seguridad,1717622.99,Contado,Pagado
OC-5226,2020-02-01,2020-02-20,DistribuidoraTech SA,Smartphones,8570785.46,60 días,Pagado
OC-5227,2020-02-01,2020-02-06,MegaComputo SRL,Computación,9923822.52,30 días,Pagado
OC-5228,2020-02-01,2020-02-18,DistribuidoraTech SA,Tablets,4110974.76,60 días,Pagado
OC-5229,2020-02-01,2020-02-14,ElectroImport SA,TV/Audio,7280832.17,Contado,Pagado
OC-5230,2020-02-01,2020-02-19,AccesoriosTotal SRL,Accesorios,3428273.29,30 días,Pagado
OC-5231,2020-02-01,2020-02-16,MegaComputo SRL,Periféricos,4478292.01,Contado,Pagado
OC-5232,2020-02-01,2020-02-15,MegaComputo SRL,Almacenamiento,2326519.43,Contado,Pagado
OC-5233,2020-02-01,2020-02-20,NetSupply SA,Redes,2428437.27,30 días,Pagado
OC-5234,2020-02-01,2020-02-12,NetSupply SA,Seguridad,1846026.07,30 días,Pagado
OC-5235,2020-03-01,2020-03-13,DistribuidoraTech SA,Smartphones,332994.25,Contado,Pagado
OC-5236,2020-03-01,2020-03-10,MegaComputo SRL,Computación,333035.75,Contado,Pagado
OC-5237,2020-03-01,2020-03-14,DistribuidoraTech SA,Tablets,117482.62,60 días,Pagado
OC-5238,2020-03-01,2020-03-19,ElectroImport SA,TV/Audio,250181.13,60 días,Pagado
OC-5239,2020-03-01,2020-03-20,AccesoriosTotal SRL,Accesorios,115515.56,60 días,Pagado
OC-5240,2020-03-01,2020-03-14,MegaComputo SRL,Periféricos,165512.03,60 días,Pagado
OC-5241,2020-03-01,2020-03-14,MegaComputo SRL,Almacenamiento,89933.73,Contado,Pagado
OC-5242,2020-03-01,2020-03-11,NetSupply SA,Redes,88526.5,30 días,Pagado
OC-5243,2020-03-01,2020-03-07,NetSupply SA,Seguridad,56626.06,60 días,Pagado
OC-5244,2020-04-01,2020-04-07,DistribuidoraTech SA,Smartphones,214378.64,30 días,Pagado
OC-5245,2020-04-01,2020-04-17,MegaComputo SRL,Computación,242335.11,Contado,Pagado
OC-5246,2020-04-01,2020-04-08,DistribuidoraTech SA,Tablets,92106.47,60 días,Pagado
OC-5247,2020-04-01,2020-04-18,ElectroImport SA,TV/Audio,150253.57,Contado,Pagado
OC-5248,2020-04-01,2020-04-09,AccesoriosTotal SRL,Accesorios,82747.59,Contado,Pagado
OC-5249,2020-04-01,2020-04-07,MegaComputo SRL,Periféricos,89821.91,30 días,Pagado
OC-5250,2020-04-01,2020-04-18,MegaComputo SRL,Almacenamiento,59546.78,Contado,Pagado
OC-5251,2020-04-01,2020-04-16,NetSupply SA,Redes,51810.2,60 días,Pagado
OC-5252,2020-04-01,2020-04-06,NetSupply SA,Seguridad,45413.92,30 días,Pagado
OC-5253,2020-05-01,2020-05-15,DistribuidoraTech SA,Smartphones,667594.02,60 días,Pagado
OC-5254,2020-05-01,2020-05-19,MegaComputo SRL,Computación,695068.41,60 días,Pagado
OC-5255,2020-05-01,2020-05-05,DistribuidoraTech SA,Tablets,282898.51,60 días,Pagado
OC-5256,2020-05-01,2020-05-16,ElectroImport SA,TV/Audio,499366.56,30 días,Pagado
OC-5257,2020-05-01,2020-05-10,AccesoriosTotal SRL,Accesorios,280410.17,Contado,Pagado
OC-5258,2020-05-01,2020-05-18,MegaComputo SRL,Periféricos,287716.92,Contado,Pagado
OC-5259,2020-05-01,2020-05-19,MegaComputo SRL,Almacenamiento,182624.25,60 días,Pagado
OC-5260,2020-05-01,2020-05-11,NetSupply SA,Redes,143795.13,60 días,Pagado
OC-5261,2020-05-01,2020-05-20,NetSupply SA,Seguridad,136716.04,Contado,Pagado
OC-5262,2020-06-01,2020-06-18,DistribuidoraTech SA,Smartphones,3600056.57,Contado,Pagado
OC-5263,2020-06-01,2020-06-15,MegaComputo SRL,Computación,3694363.12,Contado,Pagado
OC-5264,2020-06-01,2020-06-19,DistribuidoraTech SA,Tablets,1519678.89,Contado,Pagado
OC-5265,2020-06-01,2020-06-13,ElectroImport SA,TV/Audio,2460922.49,60 días,Pagado
OC-5266,2020-06-01,2020-06-14,AccesoriosTotal SRL,Accesorios,1334555.55,30 días,Pagado
OC-5267,2020-06-01,2020-06-08,MegaComputo SRL,Periféricos,1509074.7,Contado,Pagado
OC-5268,2020-06-01,2020-06-12,MegaComputo SRL,Almacenamiento,919005.58,Contado,Pagado
OC-5269,2020-06-01,2020-06-13,NetSupply SA,Redes,800349.56,30 días,Pagado
OC-5270,2020-06-01,2020-06-17,NetSupply SA,Seguridad,644381.83,Contado,Pagado
OC-5271,2020-07-01,2020-07-18,DistribuidoraTech SA,Smartphones,6148506.38,60 días,Pagado
OC-5272,2020-07-01,2020-07-18,MegaComputo SRL,Computación,6325250.47,30 días,Pagado
OC-5273,2020-07-01,2020-07-14,DistribuidoraTech SA,Tablets,2442269.06,60 días,Pagado
